Age,M,F
0-4,909199,855161
5-9,920784,866597
10-14,916696,863445
15-19,918720,867964
20-24,945506,898437
25-29,998331,954352
30-34,1065087,1022388
35-39,1118014,1076012
40-44,1128799,1089159
45-49,1106391,1070974
50-54,1087241,1056501
55-59,1101648,1075379
60-64,1158771,1138484
65-69,1205476,1196808
70-74,1283180,1300190
75-79,1196261,1256558
80-84,942385,1057028
85-89,712762,909800
90-94,472577,737467
95-99,231700,500803
100+,76329,271360
