Age,M,F
0-4,913930,859632
5-9,917139,863139
10-14,968279,911973
15-19,1063910,1005212
20-24,1185166,1125778
25-29,1328262,1268574
30-34,1231991,1181363
35-39,1150946,1112052
40-44,1207556,1190048
45-49,1310841,1311581
50-54,1612679,1611620
55-59,1943970,1925927
60-64,1876062,1873969
65-69,1670001,1739094
70-74,1464132,1624329
75-79,1132286,1361623
80-84,767542,1034417
85-89,483668,762537
90-94,207395,401732
95-99,56259,144164
100+,8561,30658
