Age,M,F
0-4,1685263,1595566
5-9,1674150,1594019
10-14,1638624,1568759
15-19,1466094,1417698
20-24,1299828,1274116
25-29,1227107,1206435
30-34,1073364,1076370
35-39,1069860,1121007
40-44,1181472,1226816
45-49,1084378,1117170
50-54,886615,979071
55-59,729006,863427
60-64,700419,837684
65-69,586291,728987
70-74,418556,583427
75-79,243679,374209
80+,196673,378493
