Age,M,F
0-4,1259902,1187223
5-9,1175125,1109974
10-14,1063505,1007095
15-19,1129532,1068294
20-24,1282301,1214447
25-29,1641478,1555707
30-34,2088978,1957438
35-39,2121132,1975525
40-44,1960167,1858478
45-49,1831934,1791278
50-54,1600249,1608516
55-59,1308836,1353516
60-64,1182634,1269221
65-69,998132,1115024
70-74,810775,983965
75-79,746356,1019589
80-84,504532,771022
85-89,244603,470299
90-94,74492,184067
95-99,17446,50706
100+,2110,5889
