Age,M,F
0-4,1105410,1038861
5-9,1255158,1182213
10-14,1174342,1107699
15-19,1073305,1017988
20-24,1133157,1100472
25-29,1237203,1225709
30-34,1532104,1517948
35-39,1960016,1908660
40-44,2013217,1938737
45-49,1875911,1830164
50-54,1762167,1765624
55-59,1536593,1583240
60-64,1249695,1330085
65-69,1113873,1240232
70-74,908949,1070983
75-79,692125,910269
80-84,566347,869194
85-89,307444,551166
90-94,105018,243384
95-99,19325,57852
100+,2242,7618
