Age,M,F
0-4,1178720,1109368
5-9,1037965,981266
10-14,1078370,1019982
15-19,1179154,1111935
20-24,1438727,1361161
25-29,1870421,1764707
30-34,2017908,1891081
35-39,1924380,1818733
40-44,1823484,1764969
45-49,1641942,1626080
50-54,1366085,1382233
55-59,1226163,1278313
60-64,1068857,1145954
65-69,890389,1011190
70-74,867003,1084751
75-79,690289,929574
80-84,423602,677857
85-89,186272,374661
90-94,66502,167210
95-99,14480,40432
100+,1511,4244
