Age,M,F
0-4,896035,843136
5-9,901307,848590
10-14,921307,868155
15-19,966244,913516
20-24,1030059,980031
25-29,1075246,1029916
30-34,1080126,1040434
35-39,1071105,1036092
40-44,1084402,1051529
45-49,1140190,1106695
50-54,1222555,1187656
55-59,1302036,1268441
60-64,1382133,1356480
65-69,1224245,1220449
70-74,1075899,1106545
75-79,1029865,1125756
80-84,956844,1143828
85-89,881733,1194891
90-94,643593,1045396
95-99,251520,552527
100+,49416,179818
