Age,M,F
0-4,1637497,1559469
5-9,1507742,1446189
10-14,1343825,1296821
15-19,1310606,1267626
20-24,1182952,1157194
25-29,1115095,1126187
30-34,1234086,1275284
35-39,1134789,1163431
40-44,975673,1053477
45-49,788477,904265
50-54,799052,914627
55-59,733825,819729
60-64,615372,744429
65-69,445309,567499
70-74,319128,452047
75-79,205261,313282
80+,147074,281166
