Age,M,F
0-4,1030375,969601
5-9,1224811,1155301
10-14,1220904,1153585
15-19,1101718,1043897
20-24,1102623,1063671
25-29,1183400,1168723
30-34,1387756,1382945
35-39,1808947,1778728
40-44,2024045,1960085
45-49,1923878,1870079
50-54,1796671,1790886
55-59,1618139,1663184
60-64,1326347,1408984
65-69,1130608,1258390
70-74,953827,1122261
75-79,714091,921715
80-84,546178,826846
85-89,337996,593063
90-94,127289,272545
95-99,24324,70968
100+,2372,8389
