Age,M,F
0-4,976774,918770
5-9,953000,897098
10-14,927448,874031
15-19,946119,895358
20-24,1034356,985782
25-29,1150960,1103051
30-34,1296689,1245702
35-39,1374174,1321785
40-44,1242224,1196959
45-49,1175935,1144774
50-54,1218675,1212898
55-59,1334609,1352332
60-64,1643267,1673075
65-69,1848796,1893995
70-74,1678091,1778690
75-79,1400091,1604690
80-84,1064838,1367987
85-89,633153,951158
90-94,281969,525094
95-99,89448,218972
100+,11766,43133
