Age,M,F
0-4,1456582,1368736
5-9,1687395,1591782
10-14,1702511,1611550
15-19,1681880,1603755
20-24,1622911,1571167
25-29,1412965,1388390
30-34,1238927,1230547
35-39,1183097,1179954
40-44,1060315,1067964
45-49,1060414,1110917
50-54,1145335,1206479
55-59,1020811,1083566
60-64,799201,932059
65-69,609610,792852
70-74,523010,718939
75-79,360315,542624
80+,287785,561149
