Age,M,F
0-4,855624,804525
5-9,870872,819186
10-14,892129,839523
15-19,919186,866819
20-24,948413,898543
25-29,971066,924747
30-34,983513,940488
35-39,998250,957367
40-44,1025397,985413
45-49,1067383,1027395
50-54,1114573,1075003
55-59,1136480,1100251
60-64,1114220,1086259
65-69,1070879,1055774
70-74,1037435,1040981
75-79,1023906,1057322
80-84,998150,1085143
85-89,872378,1045904
90-94,653455,935089
95-99,296630,572203
100+,86364,282457
