Age,M,F
0-4,921795,866620
5-9,1014963,955015
10-14,1090030,1025454
15-19,1252900,1182981
20-24,1225755,1163328
25-29,1121827,1071510
30-34,1156306,1126270
35-39,1233122,1224665
40-44,1469311,1464929
45-49,1889547,1857283
50-54,1991641,1939919
55-59,1841114,1823546
60-64,1691632,1742563
65-69,1453202,1570545
70-74,1127909,1291875
75-79,910085,1133594
80-84,645525,895783
85-89,364299,600917
90-94,174626,364498
95-99,44505,117500
100+,4902,16971
