Age,M,F
0-4,1085018,1022518
5-9,1013725,959280
10-14,1083965,1024689
15-19,1217917,1148760
20-24,1531726,1449861
25-29,1889417,1785619
30-34,1917272,1809408
35-39,1820190,1742022
40-44,1724229,1687018
45-49,1514435,1509526
50-54,1277605,1299691
55-59,1171837,1223213
60-64,1003177,1079027
65-69,883627,1020776
70-74,872186,1090915
75-79,645682,874067
80-84,378866,626221
85-89,162545,339640
90-94,64869,161053
95-99,13800,37146
100+,1228,3510
