Age,M,F
0-4,1659575,1575315
5-9,1660559,1584832
10-14,1561518,1495969
15-19,1355449,1316429
20-24,1288180,1258925
25-29,1143168,1130036
30-34,1018580,1056715
35-39,1173832,1235852
40-44,1136509,1157728
45-49,997704,1064762
50-54,776883,888284
55-59,758399,890731
60-64,686184,794652
65-69,558235,715907
70-74,372233,509947
75-79,227805,355180
80+,175837,341326
