Age,M,F
0-4,907300,853411
5-9,927346,872797
10-14,1002067,943989
15-19,1088038,1027481
20-24,1253069,1189832
25-29,1286166,1227896
30-34,1171231,1122965
35-39,1162884,1131329
40-44,1225182,1215827
45-49,1406392,1408044
50-54,1793418,1779471
55-59,1964763,1936741
60-64,1818639,1825675
65-69,1635314,1721664
70-74,1392235,1560588
75-79,1040678,1261856
80-84,740323,1008464
85-89,452993,715022
90-94,195013,377633
95-99,54210,142843
100+,7629,26727
