Age,M,F
0-4,1003856,944499
5-9,1088344,1027895
10-14,1320243,1253306
15-19,1645960,1568224
20-24,1700574,1630257
25-29,1648628,1596291
30-34,1609263,1579298
35-39,1465183,1456258
40-44,1255708,1259641
45-49,1190075,1206886
50-54,1063921,1090162
55-59,951196,1017972
60-64,1032763,1164939
65-69,912015,1045726
70-74,690702,893832
75-79,425179,652048
80-84,282208,509744
85-89,133507,279033
90-94,39623,103062
95-99,6262,17837
100+,561,1585
