Age,M,F
0-4,1644382,1562833
5-9,1635786,1562612
10-14,1474743,1419320
15-19,1325504,1287981
20-24,1257287,1226626
25-29,1099438,1096692
30-34,1093333,1137245
35-39,1197849,1240807
40-44,1099196,1132305
45-49,910671,997851
50-54,765314,888819
55-59,757734,873528
60-64,668498,783486
65-69,519083,665609
70-74,345965,476992
75-79,220052,342387
80+,173423,327816
