Age,M,F
0-4,1043473,983494
5-9,1011769,957317
10-14,1083793,1023400
15-19,1246163,1176019
20-24,1586955,1502401
25-29,1868945,1768513
30-34,1853405,1759122
35-39,1770896,1707834
40-44,1667420,1640231
45-49,1443795,1443708
50-54,1247968,1273108
55-59,1139973,1189115
60-64,969507,1046250
65-69,899383,1048497
70-74,860042,1069900
75-79,622762,851052
80-84,355929,594336
85-89,158917,333163
90-94,65141,159061
95-99,13008,35192
100+,1116,3190
