Age,M,F
0-4,929790,874405
5-9,977185,919544
10-14,998561,940247
15-19,988926,934612
20-24,983914,937677
25-29,1011541,972182
30-34,1081698,1044267
35-39,1186698,1146679
40-44,1277081,1232864
45-49,1413763,1364400
50-54,1308665,1266831
55-59,1170442,1142999
60-64,1173039,1177893
65-69,1201555,1248823
70-74,1372026,1470156
75-79,1573223,1744842
80-84,1352693,1615755
85-89,904074,1260981
90-94,461628,821752
95-99,139756,347439
100+,22189,83522
