Age,M,F
0-4,958143,901303
5-9,994447,936198
10-14,983509,926742
15-19,960352,908592
20-24,970964,926133
25-29,1035473,995149
30-34,1146255,1105589
35-39,1240547,1196837
40-44,1397434,1347324
45-49,1340819,1294638
50-54,1195710,1159602
55-59,1184014,1172962
60-64,1210921,1234995
65-69,1373984,1434580
70-74,1657277,1762859
75-79,1590950,1761646
80-84,1246084,1516664
85-89,832817,1194316
90-94,404867,726876
95-99,112138,280981
100+,18319,68548
