Age,M,F
0-4,907795,854074
5-9,904122,851099
10-14,906659,854175
15-19,933363,882216
20-24,991739,943192
25-29,1062001,1016283
30-34,1103164,1060630
35-39,1100269,1061955
40-44,1083957,1049643
45-49,1090952,1058993
50-54,1140708,1109404
55-59,1216304,1186372
60-64,1286965,1263208
65-69,1354186,1345975
70-74,1181531,1203316
75-79,1008190,1075560
80-84,908957,1059425
85-89,745954,999386
90-94,553868,901849
95-99,286656,616326
100+,62438,221647
