Age,M,F
0-4,1124395,1059504
5-9,1020582,965913
10-14,1082994,1024813
15-19,1193413,1125298
20-24,1477445,1398671
25-29,1887168,1782816
30-34,1975615,1856237
35-39,1876859,1782743
40-44,1780086,1730960
45-49,1583019,1571611
50-54,1319692,1338062
55-59,1201401,1253532
60-64,1036372,1112006
65-69,882492,1009777
70-74,875977,1097025
75-79,668948,902416
80-84,401177,656670
85-89,170077,354384
90-94,61740,158842
95-99,12800,36011
100+,1358,3860
