Age,M,F
0-4,910019,856007
5-9,920998,866835
10-14,984819,927766
15-19,1076654,1017190
20-24,1219287,1158037
25-29,1312281,1253065
30-34,1200520,1151023
35-39,1153471,1118096
40-44,1215276,1202065
45-49,1354330,1356183
50-54,1702377,1695648
55-59,1962641,1939459
60-64,1849142,1851031
65-69,1651257,1729365
70-74,1429494,1594738
75-79,1085666,1311419
80-84,749564,1016428
85-89,469172,738636
90-94,202443,389570
95-99,55617,143474
100+,8122,28785
