Age,M,F
0-4,1139713,1072494
5-9,1252059,1180695
10-14,1149373,1085811
15-19,1071059,1019397
20-24,1149854,1116138
25-29,1291654,1271113
30-34,1642882,1609790
35-39,2029966,1957101
40-44,2015381,1930591
45-49,1868346,1822663
50-54,1741390,1747405
55-59,1491844,1539377
60-64,1224900,1307692
65-69,1095107,1221998
70-74,882445,1045031
75-79,689557,918135
80-84,562215,861466
85-89,297025,529109
90-94,103281,237652
95-99,20155,58375
100+,2213,7263
