Age,M,F
0-4,966520,908952
5-9,993020,934448
10-14,974815,917968
15-19,951073,899200
20-24,970253,925172
25-29,1046521,1005452
30-34,1161914,1119976
35-39,1261902,1216430
40-44,1407600,1356176
45-49,1310293,1264578
50-54,1179420,1145068
55-59,1192218,1184746
60-64,1235436,1262160
65-69,1438080,1498408
70-74,1709173,1811151
75-79,1580818,1749186
80-84,1227398,1501782
85-89,817127,1184337
90-94,379814,699663
95-99,104321,264850
100+,17490,65262
