Age,M,F
0-4,883007,830296
5-9,908508,854655
10-14,922871,868593
15-19,930170,877660
20-24,940836,892718
25-29,964367,920591
30-34,1002163,960786
35-39,1053453,1012424
40-44,1108815,1067277
45-49,1138654,1098051
50-54,1124797,1088416
55-59,1091915,1062361
60-64,1075692,1054627
65-69,1095796,1085968
70-74,1139826,1149510
75-79,1144558,1190265
80-84,1128977,1243469
85-89,840059,1032451
90-94,493211,735774
95-99,228262,472787
100+,72249,257617
