Age,M,F
0-4,909535,855294
5-9,906222,852667
10-14,905199,852200
15-19,927165,875597
20-24,982772,934103
25-29,1055384,1009502
30-34,1103951,1060719
35-39,1106498,1067061
40-44,1088324,1052934
45-49,1087182,1054586
50-54,1126677,1095177
55-59,1202044,1171949
60-64,1261387,1237153
65-69,1357711,1347849
70-74,1211931,1231735
75-79,1020166,1081822
80-84,910708,1052913
85-89,738070,982140
90-94,535613,877746
95-99,271409,605281
100+,65150,230551
