Age,M,F
0-4,1404506,1335804
5-9,1349001,1294543
10-14,1269218,1218151
15-19,1164558,1132546
20-24,1280784,1308127
25-29,1256757,1278988
30-34,1125125,1183160
35-39,877596,990617
40-44,846647,977542
45-49,827017,902503
50-54,756657,853940
55-59,609139,703985
60-64,484578,598745
65-69,391767,506825
70-74,273031,379414
75-79,164718,250790
80+,118006,228817
