Age,M,F
0-4,1220966,1148202
5-9,1066041,1006519
10-14,1071955,1013153
15-19,1169284,1102788
20-24,1401957,1325397
25-29,1832993,1727940
30-34,2059009,1926014
35-39,1978194,1859892
40-44,1862333,1792633
45-49,1699165,1677482
50-54,1423792,1437441
55-59,1245885,1296211
60-64,1103249,1182486
65-69,911635,1028403
70-74,849368,1057873
75-79,712968,962904
80-84,445153,697639
85-89,202861,398344
90-94,69202,171621
95-99,17084,47162
100+,1682,4658
