Age,M,F
0-4,905165,851300
5-9,936507,881310
10-14,1018372,959033
15-19,1102395,1040284
20-24,1277637,1212716
25-29,1256137,1198986
30-34,1147905,1101296
35-39,1174044,1146429
40-44,1242386,1236102
45-49,1468553,1468233
50-54,1873117,1851162
55-59,1957428,1925559
60-64,1789236,1801979
65-69,1617622,1710893
70-74,1353681,1523217
75-79,1001983,1219535
80-84,734381,1003668
85-89,436518,694329
90-94,184650,365193
95-99,52598,141593
100+,7125,24688
