Age,M,F
0-4,887472,834556
5-9,911925,857938
10-14,924619,870455
15-19,930277,878126
20-24,940634,892768
25-29,966378,922649
30-34,1008126,966638
35-39,1062870,1021634
40-44,1116749,1075179
45-49,1139252,1099130
50-54,1119662,1084175
55-59,1088255,1059595
60-64,1079591,1059164
65-69,1108843,1099743
70-74,1151921,1162831
75-79,1163030,1212627
80-84,1119275,1236986
85-89,810761,1000955
90-94,481464,719989
95-99,232688,475655
100+,72210,258526
